TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金.預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益,ops
582029029,ｅＢＡＳＥ　株式会社,27127_大阪府大阪市北区,L_サービス業,2012,3,71,1279811,924034,753136,488297,255394,4459,168902,355777,10316,1279811,135628,135628,NA,NA,NA,1144182,1142323,837469,937921,766853,176202,761718,590651,101166,254113,NA,NA,1806,171067,578,217718,217718,130020,18.2389756055954
580512262,株式会社　アルトナー,27127_大阪府大阪市北区,L_サービス業,2012,1,558,1359348,1162987,1103785,714096,389689,5682,56317,196361,99838,1359348,626801,347357,NA,NA,212087,732547,732413,328409,3693337,3485392,2592310,1101027,893082,80288,316767,NA,NA,15497,207944,9029,210791,200225,196962,5.63024711798571
250284060,クラスターテクノロジー　株式会社,27227_大阪府東大阪市,F_製造業,2012,3,68,2035814,1425574,1315294,1165813,129844,106595,3681,610240,603999,2035814,145482,135315,NA,NA,2290,1890332,1890332,-744370,1018955,948204,600044,418910,348160,63304,65154,NA,NA,6369,70749,246,81830,81858,78414,6.94329675333725
580149707,アサヒ衛陶　株式会社,27147_大阪府堺市美原区,F_製造業,2012,11,68,2131357,1453205,1054707,452361,373885,283649,116746,678151,525643,2131357,724325,354344,21115,50000,274675,1407031,1402214,-190076,3184613,3035512,1977592,1207021,1057920,NA,281498,NA,41379,30299,149100,22304,165181,162604,202244,4.68188756373223
582350299,株式会社　リニカル,27123_大阪府大阪市淀川区,L_サービス業,2012,3,202,2231925,1781741,1649505,804251,744391,NA,132234,450183,47548,2231925,1072958,595556,NA,NA,77500,1158967,1158967,1161083,3110236,2370590,1756234,1354002,614356,258980,83910,NA,43313,3952,739645,5384,734489,734489,435175,23.7809928249818
581357455,株式会社　アイル,27127_大阪府大阪市北区,L_サービス業,2012,7,338,2314649,1385612,1056720,415847,618422,227242,105196,929037,77713,2314649,1166594,818559,NA,NA,120000,1148054,1153317,658280,4352301,4144736,2522557,1829743,1622179,123035,773169,NA,118292,16785,207564,3219,234336,231806,113836,4.76906463249316
581928358,夢の街創造委員会　株式会社,27128_大阪府大阪市中央区,L_サービス業,2012,8,62,2368320,860494,774605,625806,148799,NA,97011,1507826,10749,2368320,159205,159205,NA,NA,NA,2209115,2260390,721162,1359706,1136929,396591,963114,740338,50222,203841,NA,NA,11528,222776,63,231900,230645,126284,16.3841421484807
580376859,カーディナル　株式会社,27118_大阪府大阪市城東区,F_製造業,2012,3,85,2434825,1148135,1033402,602990,235294,106334,12700,1286690,863999,2434825,541315,288380,135997,10000,102551,1893510,2078147,1697324,1270860,1141347,841018,429841,300329,52356,82132,NA,NA,18010,129512,3683,133175,124873,63781,10.1909023739062
581978181,株式会社　きちり,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2012,6,177,2741072,709584,500139,424406,75733,36408,175050,2031488,1184545,2741072,1721422,1154102,NA,NA,411583,1019650,1015830,340342,5777161,5333114,1480304,4296857,3852810,55410,501321,NA,NA,266277,444047,13109,503931,490795,257967,7.68624935327231
580583498,株式会社　アスモ,27125_大阪府大阪市住之江区,G_卸・小売業，飲食店,2012,3,454,2759816,1655665,1268573,468499,797955,129670,257890,1104151,947683,2759816,1466616,1443509,NA,626208,NA,1293200,1293200,-3412068,6732805,5995374,5035036,1697768,960338,77175,401099,NA,NA,14427,737429,28531,716021,714889,938936,10.9527768816677
581302260,株式会社　情報企画,27128_大阪府大阪市中央区,L_サービス業,2012,9,113,3044361,2784533,2709926,2448155,261771,33815,40789,259828,78230,3044361,734068,529823,NA,NA,NA,2310292,2310292,1673983,1549452,1311390,788233,761218,523157,116622,119780,NA,NA,3207,238061,NA,241737,241701,124055,15.364216099767
581939745,株式会社　フュートレック,27123_大阪府大阪市淀川区,L_サービス業,2012,3,53,3100302,2203328,2123092,757900,565192,35507,46422,896973,43182,3100302,356031,355878,NA,NA,NA,2744270,2755570,1194169,1967381,1505588,858167,1109214,647421,123395,104782,NA,21451,14142,461792,1003,470040,469892,278020,23.4724234909252
581609712,株式会社　エーアイテイー,27128_大阪府大阪市中央区,J_運輸・通信業,2012,2,174,3159573,2616388,2328509,1844905,482148,NA,291951,543184,37815,3159573,885056,763100,NA,NA,NA,2274516,2275112,1850310,12121538,11201843,9597679,2523859,1604164,98133,705431,NA,NA,15473,919694,80605,879545,872759,492975,7.58727151620529
581319024,株式会社　大和コンピューター,27207_大阪府高槻市,L_サービス業,2012,7,165,3203208,1424266,1326625,1049048,277577,33155,66013,1778942,1345731,3203208,1026714,532099,NA,NA,297125,2176493,2153706,1542009,1745666,1557842,1146843,598823,410999,76240,74565,NA,NA,12320,187823,8385,196380,199427,101033,10.7593892531561
581514833,株式会社　エスティック,27209_大阪府守口市,F_製造業,2012,3,61,3242394,2461217,1903821,904895,735916,507122,69699,781177,519718,3242394,455244,369337,NA,NA,NA,2787150,2785805,1806740,2477634,1985730,1550091,927543,435639,55643,98552,NA,NA,9737,491903,2215,503163,504542,285408,19.8537394950182
581176208,株式会社　翻訳センター,27128_大阪府大阪市中央区,L_サービス業,2012,3,216,3302485,2706186,2541293,1680446,836216,56267,108893,596299,45364,3302485,1064797,914990,NA,NA,NA,2237687,2238732,1171466,5113565,4707591,2916812,2196753,1790779,106500,705120,NA,85565,53856,405974,100,410380,409894,206764,7.93915790647034
580953089,株式会社　クイック,27127_大阪府大阪市北区,L_サービス業,2012,3,251,3484401,2052665,1841836,1305844,488350,NA,211426,1431735,286790,3484401,1428927,1312199,NA,172000,82686,2055474,2046613,1457272,4511366,4039726,1564345,2947020,2475381,73050,1118725,NA,58471,52282,471639,8053,587370,585324,372274,10.4544633387013
580629981,株式会社　ＯＳＧコーポレーション,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,1,231,3533882,1397286,1201785,427325,576725,126027,75348,2136596,1152837,3533882,1719841,1143957,227187,190000,166707,1814040,1816373,720547,4390451,4091329,1652702,2737750,2438627,52200,888143,NA,122726,44333,299122,25561,297058,272437,156734,6.81301150769898
580511621,サンセイ　株式会社,27123_大阪府大阪市淀川区,F_製造業,2012,3,162,4648692,1710029,1554345,396768,941448,68907,126735,2938662,2232988,4648692,2611123,1436745,369461,28250,825000,2037568,2035628,1042305,3975997,3579822,2996828,979169,582994,70636,208942,NA,30639,5302,396175,52636,397652,397638,231383,9.96416747799357
570232668,株式会社　誠建設工業,27142_大阪府堺市中区,I_不動産業,2012,3,38,4782004,3694397,1524115,1229010,NA,2122320,56262,1087607,658606,4782004,2351551,1481384,94228,314000,512167,2430453,2470709,1574149,5156433,4766860,4382076,774357,384784,31992,75221,NA,NA,18143,389572,51525,367344,350113,193765,7.55506762135763
580251522,ミヤコ　株式会社,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,3,99,4846803,3978769,3209512,1048324,800069,714351,56004,868033,453873,4846803,2280281,1961478,683452,200000,242816,2566521,2552614,3834160,6108766,5558996,4286737,1822028,1272259,87200,346494,NA,56758,14497,549769,35936,583424,583202,319817,8.99967505706964
570240365,株式会社　ハウスフリーダム,27217_大阪府松原市,I_不動産業,2012,12,102,4862638,2926076,1225049,1219034,6015,1563741,137284,1914760,239607,4862638,3364718,2131776,NA,924812,336215,1497920,1481258,979936,5306884,5090298,4020537,1286346,1069761,88401,381483,NA,25993,13882,216584,121394,357501,357390,247817,4.08119040875783
581368047,株式会社　エフアンドエム,27205_大阪府吹田市,L_サービス業,2012,3,332,4989335,2522679,2430446,2306684,123762,15640,97548,2466655,1731949,4989335,1170002,709529,NA,NA,405200,3819333,3815797,1093901,3745327,3303734,1242263,2503064,2061471,80520,761690,NA,121414,48940,441592,12403,442458,441828,249110,11.7904791757836
580161265,前田金属工業　株式会社,27111_大阪府大阪市浪速区,F_製造業,2012,5,133,5084131,2629811,1365652,188963,797353,1255793,13631,2454320,1476919,5084131,3233226,2028759,480627,850000,746368,1850905,1882399,1517259,3872252,3487325,2441483,1430769,1045842,90000,483043,NA,NA,20959,384926,18061,401448,279439,264358,9.94062369907744
580165863,株式会社　ＯＤＫソリューションズ,27128_大阪府大阪市中央区,L_サービス業,2012,3,111,5244990,2159270,1891685,1174526,717159,13532,258225,3085719,273671,5244990,1366766,681372,NA,NA,NA,3878223,3880045,2707945,3768990,3349922,2681885,1087105,668037,129368,206775,NA,NA,16966,419067,8004,480734,470475,241297,11.1188143242619
580308518,株式会社　ＣＤＧ,27127_大阪府大阪市北区,L_サービス業,2012,3,145,5299421,4607266,4429940,2027905,2329101,77286,100995,692155,83809,5299421,2314684,2094290,790491,NA,NA,2984737,2976312,2628092,10373315,9558085,7684413,2688902,1873672,119110,621177,NA,141822,22687,815229,2086,826707,826639,542878,7.85890527762822
580996489,内外トランスライン　株式会社,27128_大阪府大阪市中央区,J_運輸・通信業,2012,12,190,5403243,2977693,2848935,1973106,377861,NA,128949,2425549,399413,5403243,1020764,836389,NA,NA,NA,4382478,4378107,3932667,9022130,8376287,6303122,2719007,2073165,160454,1092900,NA,NA,NA,645841,19755,910796,757545,438007,7.1584101712578
581529021,日本駐車場開発　株式会社,27127_大阪府大阪市北区,L_サービス業,2012,7,258,5803593,3010713,2521549,2387899,133650,1357,487897,2792879,497513,5803593,3142813,2106565,NA,NA,484900,2660780,2637804,2254294,8440852,6758654,5161792,3279060,1596862,76923,565348,NA,NA,53093,1682197,280001,1784033,1779151,1032005,19.9292322623356
580025011,株式会社　ロブテックス,27227_大阪府東大阪市,F_製造業,2012,3,83,6247790,3210993,2066317,1215199,728785,873069,271632,3036796,2084012,6247790,4208466,2649445,NA,1436668,1490119,2039323,1987331,684732,4041779,3821667,2699860,1341918,1121807,81937,354267,NA,73816,56148,220111,119561,273852,283200,202743,5.4458953460581
570058144,株式会社　カワサキ,27340_大阪府泉北郡,G_卸・小売業，飲食店,2012,8,65,6842286,1418520,531629,397212,125920,632184,254763,5423765,5143812,6842286,3429204,2592219,NA,1450000,512100,3413082,3416476,2665906,1932889,1648315,982993,949895,665322,75470,308329,NA,NA,28024,284573,56402,232503,232542,105275,14.7226843976475
530087105,株式会社　日住サービス,27127_大阪府大阪市北区,I_不動産業,2012,12,336,7200362,2725024,2438760,2091639,NA,212293,78245,4468740,2935585,7200362,3591994,2644126,NA,1500000,NA,3608368,3608927,1774448,5956346,5684454,2389918,3566427,3294536,69130,1480965,NA,NA,44173,271891,33092,269551,268600,242080,4.56472887315963
570018990,株式会社　ダイサン,27128_大阪府大阪市中央区,L_サービス業,2012,4,318,7235093,4727131,3492994,1857282,929361,1114112,138039,2507962,1771107,7235093,2259537,1509542,283570,NA,NA,4975556,4910149,3708492,7735171,7154892,5795951,1939219,1358941,70686,431690,NA,82862,51837,580278,28557,580759,578886,397114,7.5018131469638
580533791,株式会社　サイネックス,27128_大阪府大阪市中央区,F_製造業,2012,3,694,7245841,3434535,3028671,2320360,426010,295400,148620,3811306,1554137,7245841,3405374,2334085,NA,350000,NA,3840467,3846917,2822051,7541040,6990016,2231441,5309598,4758575,NA,1958419,NA,NA,143552,551022,22416,585633,580589,276249,7.3069771950523
580286706,ＩＭＶ　株式会社,27113_大阪府大阪市西淀川区,F_製造業,2012,9,140,7325945,4328011,3033625,947303,1187141,1130560,165123,2997934,2740827,7325945,4720713,4088130,956912,1530000,353142,2605232,2598698,1685646,5902655,5220452,3785261,2117393,1435191,126135,264031,NA,84588,24895,682202,34068,694598,689161,419041,11.5575468255466
580032992,クリヤマホールディングス　株式会社,27123_大阪府大阪市淀川区,H_金融・保険業,2012,12,8,7431412,874533,858667,858130,537,NA,15867,6556878,1329673,7431412,3255296,1362817,NA,NA,1833380,4176115,4048138,2547081,13919423,13201846,10740831,3178592,2461015,83688,769308,NA,255682,85596,717576,92571,801231,490840,347188,5.15521368953296
587209020,タビオ　株式会社,27111_大阪府大阪市浪速区,G_卸・小売業，飲食店,2012,2,194,7677237,4099254,3341946,2519902,797354,555180,237847,3577983,1495820,7677237,3019361,2373304,NA,NA,225110,4657876,4657876,4151616,15103631,14380930,6867595,8236035,7513335,140112,2012333,8850,NA,344381,722700,36475,773889,626728,289885,4.7849424277475
580233239,大研医器　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,127,7814535,5119505,3873610,1656488,1192602,1053228,194253,2695030,2396588,7814535,3414459,2454083,486624,450000,866227,4400075,4397678,3613834,6515255,5500674,3354879,3160375,2145795,236402,476900,NA,NA,28335,1014580,13996,1014504,1002240,404108,15.5723782986818
580608748,マルシェ　株式会社,27119_大阪府大阪市阿倍野区,G_卸・小売業，飲食店,2012,3,279,7937804,3412252,2977348,2386411,590937,98486,336435,4525551,3079800,7937804,2891972,2007872,56181,NA,NA,5045832,5019054,2044300,13035309,12503426,5309860,7725448,7193566,47220,2721316,NA,76872,317559,531882,17093,562532,308140,305509,4.0803178567012
580653298,株式会社　タクミナ,27128_大阪府大阪市中央区,F_製造業,2012,3,233,8025818,4614876,3945419,811402,1972697,509575,163074,3410941,2085468,8025818,3968939,2385134,978811,180000,673610,4056878,3995345,2489003,6808657,6168143,3990328,2818329,2177815,148945,620452,NA,105264,40532,640513,46562,617653,569281,288847,9.40733245925004
580006043,日本パレットプール　株式会社,27127_大阪府大阪市北区,L_サービス業,2012,3,96,8545177,1164608,1052396,315733,705267,2353,111125,7380569,6985210,8545177,5266326,3485232,NA,1280000,1606330,3278851,3294379,2057152,5621818,5247443,4358452,1263362,888991,60334,363315,NA,NA,69931,374370,54033,423382,405699,203379,6.65923845933003
570005294,株式会社　スーパーツール,27142_大阪府堺市中区,F_製造業,2012,3,97,8809628,3514175,1753336,1179422,481222,1700995,64478,5295453,4755580,8809628,3453284,1441149,199389,260000,640566,5356344,3497874,1771783,4366451,3775276,2838681,1527769,936595,100046,260324,NA,32747,25505,591174,147013,458279,373226,186537,13.5390076606855
580005805,株式会社　加地テック,27147_大阪府堺市美原区,F_製造業,2012,3,194,9021124,7750497,2326721,520474,1228489,2133458,3321814,1270626,921964,9021124,3690875,3062645,779423,200000,NA,5330249,5328659,2788514,5208479,4753225,3807008,1401471,946217,74710,294604,NA,NA,24471,455254,6423,473453,473453,229606,8.74063234199466
580386238,オカダアイヨン　株式会社,27107_大阪府大阪市港区,F_製造業,2012,3,132,9028162,6493439,4947807,1603123,1697783,1270057,284375,2534722,1718997,9028162,5217370,4696140,1039028,2350000,163619,3810791,3805400,1880831,7940347,7575247,5935924,2004423,1639323,71393,494376,NA,67153,43400,365099,42621,399865,387041,326108,4.59802323500472
500050221,アルメタックス　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,434,9387751,4970142,4331601,2297972,808169,461512,178751,4417609,3328054,9387751,1818117,1535851,542660,NA,NA,7569634,7610977,3069111,10645657,10145401,8340521,2305136,1804880,156210,511590,NA,NA,12610,500255,11920,539579,539371,302532,4.69914632793448
570223435,株式会社　ユークス,27141_大阪府堺市堺区,L_サービス業,2012,1,182,9658106,8998804,8244146,7176147,1067999,600036,154618,659301,87547,9658106,7123758,7021317,NA,6530000,NA,2534347,2537108,2186443,3522267,2943713,2195836,1326430,747877,132240,100724,NA,NA,10934,578552,433915,166364,639874,656644,16.4255624078363
580002231,株式会社　タナベ経営,27123_大阪府大阪市淀川区,L_サービス業,2012,3,276,10410683,4585533,4344259,2261194,507697,54468,191960,5825149,3335007,10410683,1814387,1119840,NA,NA,NA,8596295,8690728,4554946,6709251,6207950,3692053,3017198,2515897,209940,827821,NA,NA,102625,501300,1980,550896,542718,260895,7.47177292964595
580038771,株式会社　ミューチュアル,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,3,112,10458488,7979489,4830385,982479,2756854,1714725,1434783,2478998,482476,10458488,3794098,3558521,1639541,NA,NA,6664390,6439212,5423919,7827701,7484650,6243295,1584405,1241355,164491,351605,NA,36027,12560,343049,3359,392889,324647,153483,4.38250060681937
580323864,株式会社　ソフトウェア・サービス,27123_大阪府大阪市淀川区,L_サービス業,2012,10,643,10615450,7022427,6470107,5520183,949924,285779,273539,3593022,3326839,10615450,1857765,1857765,NA,NA,NA,8757684,8747282,7137542,10586421,8160157,7390877,3195544,769280,55200,304576,NA,NA,18930,2426263,262,2438154,2437865,1398159,22.9186332189132
570020291,株式会社　ニッカトー,27141_大阪府堺市堺区,F_製造業,2012,3,259,11037618,6050489,4300411,1505524,1827913,1616390,140582,4987128,3679035,11037618,2776703,2248963,NA,400000,272288,8260914,8390595,6010342,8132248,7211509,6045759,2086488,1165750,66090,419762,NA,77014,35789,920738,19155,941750,816129,462687,11.3220614179574
581915341,さくらインターネット　株式会社,27128_大阪府大阪市中央区,J_運輸・通信業,2012,3,186,11141020,3199043,2471031,2082754,388277,273263,475098,7941977,7053016,11141020,8402421,3986286,NA,130000,3201717,2738598,2738598,1843082,9164627,8291001,6651621,2513006,1639380,98340,422010,NA,NA,92687,873625,76345,808411,841049,556507,9.53257563019204
580906276,株式会社　ウィザス,27128_大阪府大阪市中央区,L_サービス業,2012,3,607,11675870,1956979,1468974,857710,8536,89342,420317,9718890,4287397,11675870,7647002,4550158,NA,400000,1016729,4028867,4546402,1873518,12545373,11969426,9846235,2699137,2123191,138162,246483,NA,NA,111636,575946,73640,633637,513319,203746,4.59090411986189
580482207,株式会社　ニイタカ,27123_大阪府大阪市淀川区,F_製造業,2012,5,202,11705113,4721793,3447039,867739,1748516,887841,390138,6983319,5541107,11705113,5390601,4063991,465991,650000,NA,6314511,6347518,5216882,11733659,11260599,7200163,4533495,4060436,138774,890757,NA,NA,220623,473059,19559,476768,468123,228698,4.03164128356221
580096819,大丸エナウィン　株式会社,27125_大阪府大阪市住之江区,G_卸・小売業，飲食店,2012,3,315,11937906,6825412,5820609,2832023,2285645,414683,605059,5112494,3782746,11937906,3790337,3364566,1019584,NA,NA,8147569,8121239,6137320,15584734,14762900,9986850,5597884,4776050,NA,907427,NA,303241,595529,821834,3170,873769,875853,465141,5.273327090472
580020740,大幸薬品　株式会社,27205_大阪府吹田市,F_製造業,2012,3,175,12121734,8378760,6735499,4275770,2453704,1393677,268081,3742973,2809029,12121734,3339813,2285503,120506,NA,NA,8781921,8718354,8496455,6407198,6066511,2359587,4047611,3706924,206675,689432,NA,NA,60382,340686,21779,449581,305226,372613,5.31723851830394
580182882,株式会社　ダイケン,27123_大阪府大阪市淀川区,F_製造業,2012,2,299,12723308,6764048,5532393,1529975,1956471,1104494,132756,5959259,4912415,12723308,2851594,2558787,449322,NA,NA,9871713,9846680,9168938,9987138,9386079,6608333,3378805,2777746,NA,960321,NA,NA,83282,601059,31651,607255,543323,353575,6.01833077704544
580907219,株式会社　日本トリム,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,3,308,13224353,7078031,6761095,4093440,2646939,56722,260660,6146321,2674890,13224353,2358038,1447925,NA,NA,NA,10866314,10853615,9779852,9523341,7949832,2475798,7047543,5474034,116873,1345911,NA,159249,28208,1573508,32275,1675359,1655130,843673,16.5226468316109
580075855,株式会社　リヒトラブ,27128_大阪府大阪市中央区,F_製造業,2012,2,182,13244410,5849592,3177258,1472041,1336102,1725110,950799,7394817,6325515,13244410,5075603,3439126,73018,1580000,235000,8168806,8174021,5184004,8805573,8344200,5709005,3096568,2635195,84800,755284,NA,115829,107424,461372,148366,363958,263699,171079,5.23954545604244
580322007,株式会社　中西製作所,27116_大阪府大阪市生野区,F_製造業,2012,3,390,13496133,9418772,7982431,2839112,3993824,1252642,198448,4077361,3026643,13496133,5980782,4205799,728964,200000,580000,7515351,7985592,5005222,18335777,17594120,13848091,4487685,3746029,58380,1643828,NA,NA,51917,741655,21246,825108,822470,354931,4.04485198772062
580220830,ダイジヱツト工業　株式会社,27126_大阪府大阪市平野区,F_製造業,2012,3,452,13567618,7692364,4051732,1438537,1702342,3322775,329056,5875254,3993528,13567618,7981964,3968632,1097476,600000,1981587,5585653,5362050,580603,8947473,8372337,6321803,2625669,2050534,112062,618770,NA,NA,15638,575135,110912,539859,398992,580603,6.42790499931154
580021086,イサム塗料　株式会社,27103_大阪府大阪市福島区,F_製造業,2012,3,189,13636457,8046802,6851295,3703494,1070017,1106525,113289,5589655,1829305,13636457,3498690,2585440,NA,NA,NA,10137767,10099013,8256765,7548613,6821096,4973336,2575277,1847760,61830,573514,NA,157800,87759,727517,4706,960757,950898,491929,9.63775729395586
510218729,マルコ　株式会社,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2012,8,2257,13799490,5595031,4450260,4029679,420581,462684,682183,8204459,7344621,13799490,4735819,4344533,NA,900000,NA,9063670,9063405,5027729,16551192,15224955,7657556,8893635,7567399,115942,2584182,NA,NA,247801,1326236,23074,1374166,1070588,471287,8.01293393327405
581972786,株式会社　フジオフードシステム,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,12,418,14172833,5375733,4312475,3992883,319592,93424,1018238,8750128,4526022,14172833,10729917,4852438,NA,NA,1729342,3442915,3474836,1193971,22597086,20798336,7484721,15112365,13313615,119283,5293048,NA,NA,817901,1798749,257680,1699044,1398528,703931,7.96009273054057
540169106,株式会社　イーエムシステムズ,27123_大阪府大阪市淀川区,L_サービス業,2012,3,408,15281792,3985322,3531778,1403811,1908223,90530,363201,11296469,1991254,15281792,8804471,3201459,NA,400000,4296000,6477320,6371346,3458751,8909191,8107325,4326343,4582847,3780982,179775,1551867,NA,195995,166506,801864,603072,1146177,916346,389236,9.00041417906678
580002394,中央自動車工業　株式会社,27127_大阪府大阪市北区,G_卸・小売業，飲食店,2012,3,219,15918251,11176418,10405009,7458588,1558758,358657,415498,4741833,1881249,15918251,3873058,2566146,311492,NA,NA,12045193,11844314,7330997,12875631,11299434,7801341,5074288,3498093,272094,1319020,NA,NA,123324,1576195,50309,1800574,2254575,1244575,12.2416932019399
580011212,株式会社　杉村倉庫,27107_大阪府大阪市港区,J_運輸・通信業,2012,3,74,16427843,2208600,2130683,369380,555611,NA,81597,14219243,11672083,16427843,9565610,2112268,NA,NA,5904406,6862232,6559613,1720152,6082301,5447021,4894592,1187708,552429,93960,128729,NA,NA,15929,635278,205269,506313,407074,206594,10.4447001956497
580000344,株式会社　テクノスマート,27128_大阪府大阪市中央区,F_製造業,2012,3,246,17123038,12622043,12130760,5051140,6670859,299650,191628,4500994,3285207,17123038,8129432,6693931,4231461,250000,308043,8993605,7906871,6496121,15356745,14059380,13365628,1991116,693752,NA,251935,NA,66971,3973,1297364,13520,1327535,1301456,707919,8.44817104459122
580594606,株式会社　船井総合研究所,27128_大阪府大阪市中央区,L_サービス業,2012,12,514,17304629,7087753,6766005,3432499,1020519,91276,284804,10216875,6515392,17304629,2848980,1995446,NA,100000,NA,14455648,14418975,10057158,8872452,6612545,5654457,3217994,958088,247834,314142,NA,NA,39522,2259906,106008,2233131,2205721,1318905,25.4710451486292
580079273,株式会社　アサヒペン,27124_大阪府大阪市鶴見区,F_製造業,2012,3,178,17647399,11161437,8151282,4537057,2246639,2339833,704789,6485962,3822879,17647399,6421848,3830635,169793,1200000,4e+05,11225550,11186414,1222068,12570590,11897828,7954587,4616003,3943241,NA,739477,NA,NA,152141,672762,409199,624899,444539,588280,5.35187290334026
580894246,株式会社　スタジオアリス,27127_大阪府大阪市北区,L_サービス業,2012,12,1246,19436131,8578278,6987945,6340604,647341,209713,1420615,10857853,5998783,19436131,6252841,4490639,NA,NA,NA,13183289,13183289,9251112,32945825,29796291,23852922,9092903,5943369,NA,916356,NA,NA,43384,3149533,32464,3167794,2729513,1126752,9.55973328942286
