TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金.預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益,ops
580179733,ザ・パック　株式会社,27115_大阪府大阪市東成区,F_製造業,2012,12,817,63919000,37179000,29973000,7231000,16508000,5350000,1885000,26739000,20609000,63919000,27499000,24397000,7526000,300000,562000,36420000,35888000,30183000,77873000,73132000,60377000,17495000,12755000,298000,3303000,NA,NA,850000,4740000,26000,5123000,5233000,3001000,6.08691185535237
580025432,タキロン　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,648,65506000,38074000,21764000,5601000,9532000,6614000,9805000,27431000,13193000,65506000,28359000,17027000,589000,600000,1500000,37146000,36855000,9010000,39383000,36704000,26260000,13123000,10444000,NA,1925000,NA,NA,415000,2679000,404000,2825000,2749000,1058000,6.8024274433131
580349898,住友精化　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,873,66962000,25892000,16407000,967000,15433000,7529000,1986000,41070000,23702000,66962000,35169000,20828000,NA,7400000,12504000,31793000,31672000,14690000,49383000,47140000,37603000,11779000,9537000,248000,1740000,NA,NA,520000,2241000,303000,3410000,2474000,1923000,4.53809080231663
580174906,株式会社　日伝,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2012,3,702,67132000,49784000,44626000,24431000,10574000,4560000,615000,17347000,9312000,67132000,13329000,10263000,1058000,NA,NA,53803000,52983000,40892000,84687000,80708000,72456000,12230000,8252000,NA,3541000,NA,NA,551000,3978000,348000,4129000,4087000,2262000,4.6973525730345
580000326,住友電設　株式会社,27106_大阪府大阪市西区,E_建設業,2012,3,1210,72676000,51470000,46132000,12309000,NA,2472000,2890000,21205000,9050000,72676000,43071000,37939000,5658000,1495000,1188000,29604000,28027000,15568000,91135000,87217000,82656000,8479000,4561000,NA,1571000,NA,NA,437000,3917000,214000,4408000,4618000,2790000,4.29801942173698
580326525,エスケー化研　株式会社,27211_大阪府茨木市,F_製造業,2012,3,1113,75866000,56709000,50564000,31949000,10913000,4870000,1299000,19156000,10721000,75866000,17895000,16007000,1299000,2050000,NA,57970000,57971000,56540000,70287000,60916000,49504000,20783000,11412000,NA,3570000,NA,NA,71000,9370000,109000,9581000,9581000,5463000,13.3310569522102
570009570,堺化学工業　株式会社,27141_大阪府堺市堺区,F_製造業,2012,3,749,76049000,30901000,18640000,3930000,12880000,10802000,1607000,45148000,23231000,76049000,22539000,16537000,NA,7508000,2496000,53510000,52737000,12849000,38880000,37172000,31708000,7172000,5464000,NA,1524000,NA,NA,436000,1707000,450000,2192000,1879000,831000,4.39043209876543
580118219,朝日放送　株式会社,27103_大阪府大阪市福島区,L_サービス業,2012,3,641,76757000,29478000,25995000,5315000,11571000,988000,2490000,47279000,28799000,76757000,26747000,12017000,NA,NA,NA,50010000,49362000,40953000,64390000,61398000,40805000,23585000,20593000,NA,3981000,NA,NA,339000,2991000,209000,3081000,1244000,-49000,4.6451312315577
580021818,サカタインクス　株式会社,27106_大阪府大阪市西区,F_製造業,2012,3,794,77296000,32774000,28154000,2568000,15478000,3592000,1222000,44522000,11587000,77296000,36758000,29007000,1513000,1200000,4550000,40538000,39753000,27344000,65942000,63287000,51782000,14159000,11505000,299000,2317000,NA,529000,335000,2654000,266000,3717000,3696000,2248000,4.02481005747562
580305267,東和薬品　株式会社,27223_大阪府門真市,F_製造業,2012,3,1468,79085000,40785000,21639000,3879000,7170000,17089000,2175000,38300000,33650000,79085000,29200000,18949000,1042000,NA,9192000,49885000,49908000,37958000,47225000,38200000,21072000,26153000,17128000,103000,5659000,NA,NA,365000,9025000,113000,9768000,9662000,5696000,19.1106405505558
580317778,積水樹脂　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,312,83428000,51974000,45221000,19644000,14454000,4066000,2695000,31453000,11654000,83428000,27740000,24632000,5514000,NA,NA,55687000,55480000,31877000,49830000,43245000,34929000,14901000,8316000,127000,1314000,NA,153000,55000,6585000,425000,7115000,7053000,4052000,13.2149307645996
580013351,シキボウ　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,575,83490000,17511000,9671000,1827000,5935000,5689000,2209000,65979000,46039000,83490000,55178000,23275000,1382000,10165000,12587000,28311000,16448000,4135000,29263000,26648000,23591000,5672000,3057000,NA,1012000,NA,NA,88000,2615000,1419000,1515000,1249000,488000,8.93619929603937
580385301,株式会社　ワキタ,27106_大阪府大阪市西区,L_サービス業,2012,2,336,83674000,31275000,29007000,13354000,7146000,2145000,532000,52398000,45118000,83674000,19469000,12232000,5592000,NA,NA,64205000,66177000,43239000,40614000,36351000,30713000,9902000,5638000,342000,2260000,NA,NA,247000,4263000,72000,4439000,4119000,2298000,10.4961221223686
530043227,日本毛織　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,11,700,85808000,37636000,16478000,6092000,9252000,11016000,10148000,48172000,25968000,85808000,25715000,12173000,201000,3454000,3029000,60093000,59592000,55597000,33972000,31457000,26548000,7424000,4909000,NA,1178000,NA,505000,174000,2514000,495000,3153000,2321000,1861000,7.40021193924408
580514955,西尾レントオール　株式会社,27128_大阪府大阪市中央区,L_サービス業,2012,9,1339,87900733,37022263,32044961,14682027,12726924,269975,4919707,50878469,33840727,87900733,44128405,27129717,NA,3300000,7228700,43772327,43763659,31035587,57032269,52901870,35902510,21129758,16999360,106262,6621910,NA,NA,659991,4130397,808428,4459525,4034154,2132781,7.24221067273706
580632261,イオンディライト　株式会社,27128_大阪府大阪市中央区,L_サービス業,2012,2,3707,88954000,66828000,34864000,6011000,24754000,1283000,31327000,22126000,2710000,88954000,32466000,32163000,6559000,NA,NA,56488000,55645000,33475000,201501000,188922000,177658000,23842000,11264000,NA,3871000,NA,779000,1099000,12578000,206000,12721000,11898000,6552000,6.24218362282878
580933578,株式会社　カプコン,27128_大阪府大阪市中央区,L_サービス業,2012,3,1698,89730000,50278000,20030000,8006000,12000000,23198000,7635000,39452000,3604000,89730000,33457000,24598000,513000,6500000,6e+06,56272000,56294000,17572000,64159000,58330000,45532000,18626000,12798000,NA,2872000,NA,NA,602000,5828000,769000,5410000,5158000,2447000,9.0838243087378
580455148,トラスコ中山　株式会社,27106_大阪府大阪市西区,G_卸・小売業，飲食店,2012,3,1178,97459000,52848000,33264000,13893000,19371000,18359000,1238000,44610000,41600000,97459000,18918000,16889000,NA,NA,NA,78541000,79688000,7e+07,129912000,121542000,103408000,26504000,18134000,328000,7016000,NA,NA,2050000,8369000,1467000,8315000,7482000,3933000,6.44205308208634
580089547,ロート製薬　株式会社,27116_大阪府大阪市生野区,F_製造業,2012,3,1477,107533000,40675000,25622000,4137000,11714000,11254000,4176000,66857000,23700000,107533000,27714000,26234000,2590000,NA,NA,79818000,76216000,64556000,77509000,66543000,30023000,47486000,36520000,374000,3677000,NA,NA,574000,10965000,152000,11530000,10226000,5591000,14.1467442490549
580037596,京阪神ビルディング　株式会社,27128_大阪府大阪市中央区,I_不動産業,2012,3,34,110521575,5531767,4887591,4547173,340418,NA,644174,104989807,94863642,110521575,72243451,15466064,NA,2700000,37045030,38278124,41324420,26473858,12987642,8729187,7930385,5057256,798802,154430,253275,NA,NA,30167,4258453,1113801,3405930,3188284,1757715,32.7885025463824
580077395,株式会社　エクセディ,27215_大阪府寝屋川市,F_製造業,2012,3,2541,113422000,52551000,41443000,17146000,23879000,6552000,4981000,60870000,25848000,113422000,37082000,26178000,NA,NA,NA,76340000,75886000,61241000,111505000,104955000,93341000,18164000,11614000,3358000,NA,NA,NA,421000,6550000,921000,8501000,7396000,4856000,5.87417604591722
580099427,沢井製薬　株式会社,27123_大阪府大阪市淀川区,F_製造業,2012,3,879,113579000,75346000,49326000,23314000,19932000,23834000,2203000,38232000,26551000,113579000,60811000,23353000,1863000,NA,5187000,52768000,52520000,28398000,68089000,55615000,38270000,29818000,17345000,NA,4139000,NA,NA,292000,12473000,351000,12449000,12302000,7484000,18.3189401950417
580005529,株式会社　栗本鐵工所,27106_大阪府大阪市西区,F_製造業,2012,3,1342,114111000,63380000,48980000,15310000,22201000,12262000,2219000,50731000,34275000,114111000,73625000,55437000,6116000,26030000,15588000,40485000,40586000,2826000,69059000,65604000,51536000,17522000,14068000,NA,2952000,NA,NA,NA,3454000,1201000,3040000,876000,2001000,5.00159286396942
570009417,株式会社　シマノ,27141_大阪府堺市堺区,F_製造業,2012,12,1155,116142000,57196000,37142000,16508000,19443000,14487000,5684000,58946000,32946000,116142000,26896000,23969000,NA,NA,NA,89246000,88139000,46751000,191551000,178450000,149446000,42105000,29004000,NA,4553000,NA,NA,1108000,13101000,591000,16414000,15338000,10274000,6.83943179623181
580052556,因幡電機産業　株式会社,27106_大阪府大阪市西区,G_卸・小売業，飲食店,2012,3,1043,119855000,86917000,76703000,22877000,38449000,7537000,2683000,32938000,18729000,119855000,48640000,44348000,537000,NA,NA,71215000,70450000,57623000,175435000,167149000,149627000,25807000,17522000,NA,5973000,NA,NA,872000,8285000,1136000,8558000,7717000,4203000,4.72257373143176
580005752,大阪製鐵　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,432,133986000,76586000,21406000,35000,21371000,9284000,45892000,57400000,39209000,133986000,26354000,23085000,NA,NA,NA,107632000,107238000,89799000,59141000,54247000,51006000,8134000,3241000,104000,581000,NA,NA,33000,4893000,224000,5258000,5106000,3285000,8.27358809604329
580006221,小林製薬　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,1062,138991000,89249000,79371000,40747000,26622000,5918000,3966000,49741000,6878000,138991000,44149000,37983000,1084000,NA,NA,94841000,92720000,89753000,111849000,98158000,52800000,59049000,45358000,NA,6666000,NA,NA,679000,13690000,1265000,17132000,16588000,9981000,12.2397160457402
580006689,株式会社　椿本チエイン,27127_大阪府大阪市北区,F_製造業,2012,3,2141,140762000,49325000,37100000,3935000,25363000,7265000,4997000,91437000,57611000,140762000,74593000,43772000,3764000,14089000,14200000,66169000,74400000,46657000,78316000,73871000,61845000,16470000,12026000,NA,3423000,NA,NA,487000,4444000,1041000,6464000,6460000,4700000,5.67451956840963
580006885,株式会社　名村造船所,27106_大阪府大阪市西区,F_製造業,2012,3,1074,141345000,109465000,94443000,35391000,19056000,2102000,12944000,31880000,18248000,141345000,99102000,89378000,3907000,600000,6292000,42243000,42146000,24546000,104521000,95761000,92490000,12031000,3271000,278000,1061000,NA,NA,297000,8760000,657000,8804000,7560000,4311000,8.38109088125831
580075050,不二製油　株式会社,27213_大阪府泉佐野市,F_製造業,2012,3,1136,144384000,62122000,40875000,6420000,32570000,18437000,2809000,82262000,45450000,144384000,49267000,30162000,209000,4510000,12288000,95117000,93478000,63691000,142566000,132546000,114848000,27716000,17698000,261000,3016000,NA,NA,456000,10018000,628000,10336000,10377000,6375000,7.02701944389888
580013549,株式会社　淀川製鋼所,27128_大阪府大阪市中央区,F_製造業,2012,3,1245,152713000,79153000,57061000,12403000,30621000,18815000,3278000,73559000,28826000,152713000,31739000,25374000,2931000,2985000,NA,120973000,117098000,81097000,99728000,95055000,83529000,16198000,11526000,NA,2164000,NA,NA,73000,4672000,397000,5476000,5415000,3069000,4.68478947526748
580028425,石原産業　株式会社,27106_大阪府大阪市西区,F_製造業,2012,3,1199,168302000,93238000,50488000,16237000,33377000,33086000,10077000,75063000,43268000,168302000,119577000,62569000,890000,20530000,32164000,48724000,48654000,-4381000,79576000,71090000,55151000,24424000,15939000,NA,1725000,NA,NA,374000,8485000,2446000,6659000,5341000,2155000,10.6628966383915
570153930,株式会社　ラウンドワン,27141_大阪府堺市堺区,L_サービス業,2012,3,1226,169439000,29087000,17467000,16914000,553000,1409000,10207000,140352000,54717000,169439000,89430000,26883000,NA,560000,35797000,80008000,80930000,30730000,89037000,80485000,78738000,10299000,1747000,123000,393000,NA,62000,112000,8551000,2501000,11467000,6129000,2771000,9.60387254736795
580009072,タカラスタンダード　株式会社,27118_大阪府大阪市城東区,F_製造業,2012,3,4603,179780000,96994000,78704000,37768000,18345000,13240000,5263000,82785000,63169000,179780000,63118000,49219000,14801000,9900000,NA,116661000,113249000,57072000,146419000,137577000,94147000,52272000,43430000,NA,13761000,NA,NA,1814000,8841000,454000,8992000,8460000,4393000,6.03815078644165
580464236,株式会社　ダスキン,27205_大阪府吹田市,L_サービス業,2012,3,2039,184811000,47556000,36977000,10134000,8825000,6421000,4202000,137254000,42103000,184811000,52683000,41021000,NA,NA,NA,132128000,133917000,124154000,150019000,143091000,88836000,61183000,54255000,NA,11285000,56000,4344000,2908000,6928000,369000,10313000,8763000,4428000,4.61808170965011
580004361,参天製薬　株式会社,27114_大阪府大阪市東淀川区,F_製造業,2012,3,1927,196427000,127192000,106781000,57662000,35772000,14945000,5725000,69234000,21072000,196427000,28338000,24577000,NA,NA,NA,168089000,167691000,152951000,103200000,76401000,32347000,70859000,44054000,NA,7099000,NA,NA,401000,26804000,53000,27776000,26907000,16502000,25.9713582543651
580068000,丸一鋼管　株式会社,27106_大阪府大阪市西区,F_製造業,2012,3,631,196627000,75524000,61202000,30790000,29838000,10631000,3688000,121102000,41074000,196627000,21724000,19302000,2001000,NA,NA,174903000,172673000,168197000,90784000,76216000,70210000,20574000,6006000,NA,1040000,NA,NA,259000,14567000,437000,17094000,11878000,4975000,16.0457789918928
580023269,日本ペイント　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,1477,200461000,91572000,78375000,16824000,57319000,7053000,6154000,108888000,31732000,200461000,88200000,71244000,3654000,12500000,7e+06,112260000,112053000,57480000,122303000,113785000,92219000,30083000,21566000,NA,6196000,NA,NA,1640000,8517000,1264000,13797000,13666000,9791000,6.96390901211754
580200041,株式会社　住友倉庫,27106_大阪府大阪市西区,J_運輸・通信業,2012,3,688,203585000,32828000,30272000,20939000,NA,NA,2995000,170756000,93002000,203585000,99110000,39881000,NA,5250000,32527000,104474000,90560000,58721000,83389000,76425000,72553000,10836000,3872000,NA,1708000,NA,NA,676000,6963000,735000,7873000,7292000,5079000,8.3500221851803
580007523,ユニチカ　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,1225,224739000,86539000,37720000,10018000,26081000,20600000,28255000,138199000,75651000,224739000,193551000,120900000,861000,61826000,61546000,31187000,30508000,104000,98159000,90383000,77229000,20929000,13154000,115000,2360000,NA,431000,175000,7774000,4732000,4911000,447000,286000,7.91988426822062
580033041,関西ペイント　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,1603,228973000,99128000,83972000,26365000,56249000,8650000,7165000,129845000,29404000,228973000,81951000,56480000,1802000,NA,NA,147021000,135101000,87777000,141193000,133501000,112002000,29191000,21499000,NA,3565000,NA,1338000,973000,7691000,517000,11364000,15343000,10900000,5.44715389573137
570091283,コーナン商事　株式会社,27144_大阪府堺市西区,G_卸・小売業，飲食店,2012,2,2555,242283000,75198000,5755000,2714000,3041000,62608000,6946000,167084000,112437000,242283000,165913000,77994000,NA,8000000,59156000,76370000,76529000,41067000,294623000,275939000,182075000,112547000,93864000,NA,21042000,NA,NA,6669000,18683000,3166000,16022000,16190000,9299000,6.34134586011907
580006339,ダイビル　株式会社,27127_大阪府大阪市北区,I_不動産業,2012,3,54,290901000,3189000,2901000,2758000,NA,NA,291000,287712000,267288000,290901000,172624000,12934000,NA,NA,51312000,118277000,102833000,76894000,25363000,15519000,14104000,11259000,1415000,166000,445000,NA,NA,26000,9843000,1696000,8544000,7525000,4636000,38.8085005716989
580003239,株式会社　日本触媒,27128_大阪府大阪市中央区,F_製造業,2012,3,1944,296042000,137508000,97600000,31467000,65970000,25554000,14378000,158534000,87072000,296042000,115032000,80347000,NA,7020000,17250000,181010000,179643000,133423000,230119000,207977000,179821000,50298000,28156000,NA,2574000,NA,NA,436000,22142000,2910000,25819000,25276000,16277000,9.62197819389099
580005000,東洋紡　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,3230,394613000,127610000,55429000,5079000,47105000,46026000,26176000,267003000,154221000,394613000,250554000,130564000,563000,48779000,51098000,144059000,106609000,22566000,226163000,212694000,181087000,45076000,31607000,NA,5171000,NA,NA,670000,13469000,6817000,10485000,5517000,1916000,5.95543921861666
580006446,レンゴー　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,3638,395344000,122453000,92489000,5206000,78767000,12890000,17474000,272891000,153584000,395344000,271435000,157459000,NA,56240000,78882000,123909000,123423000,66213000,288775000,273171000,233157000,55617000,40014000,NA,9463000,NA,NA,2420000,15602000,4814000,15453000,2916000,1808000,5.40284097598814
580241811,ニプロ　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,2367,421504000,148136000,108926000,55060000,39993000,29921000,9382000,273367000,36925000,421504000,285766000,121984000,11321000,27500000,112768000,135737000,143661000,59492000,135804000,124688000,103218000,32586000,21470000,NA,4853000,NA,NA,1262000,11115000,3550000,9970000,10005000,5624000,8.18458955553592
580001842,小野薬品工業　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,2492,428888000,195159000,157089000,15361000,37205000,18299000,19767000,233728000,46471000,428888000,34544000,30275000,32000,NA,11000,394344000,397251000,422077000,144175000,107079000,28486000,115689000,78593000,NA,8182000,NA,2366000,481000,37095000,858000,39432000,38715000,23649000,25.7291486041269
580001341,帝人　株式会社,27128_大阪府大阪市中央区,G_卸・小売業，飲食店,2012,3,738,445800000,184230000,19577000,8655000,10916000,6593000,159894000,261570000,43692000,445800000,215915000,117834000,710000,NA,6.1e+07,229885000,221820000,49731000,83966000,64345000,47807000,36158000,16538000,424000,1621000,NA,523000,659000,19619000,2152000,19460000,12594000,13486000,23.3656880843208
580007917,株式会社　きんでん,27127_大阪府大阪市北区,E_建設業,2012,3,6991,451026000,253852000,225430000,15834000,NA,21633000,13151000,197173000,87450000,451026000,134601000,118906000,2228000,15700000,NA,316424000,305477000,265091000,402381000,384925000,350577000,51804000,34348000,788000,15583000,NA,NA,1769000,17455000,888000,19387000,19436000,9543000,4.33792848071852
580064771,日東電工　株式会社,27127_大阪府大阪市北区,F_製造業,2012,3,4912,513820000,288932000,237305000,141467000,92689000,31976000,19658000,224887000,127845000,513820000,196507000,127415000,NA,NA,6e+06,317312000,315749000,266460000,428759000,396060000,326261000,102498000,69799000,NA,18539000,NA,NA,4631000,32699000,2298000,40541000,32273000,20031000,7.62642883298077
580173702,京阪電気鉄道　株式会社,27128_大阪府大阪市中央区,J_運輸・通信業,2012,3,1622,524407000,81839000,12644000,7415000,NA,51993000,18314000,442567000,362846000,524407000,397657000,132216000,NA,61301000,118612000,126749000,91289000,12361000,78808000,65956000,37278000,41530000,28678000,NA,4536000,NA,NA,13106000,12846000,5355000,9237000,7968000,4469000,16.3003755963862
580010691,大日本住友製薬　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,4449,549418000,209545000,114849000,5460000,66532000,48293000,46495000,339872000,59089000,549418000,182383000,50818000,NA,NA,4.8e+07,367035000,359149000,321538000,203460000,167110000,58652000,144795000,108458000,NA,15921000,NA,NA,2205000,36336000,3410000,35184000,36198000,22058000,17.8601798011276
580005171,塩野義製薬　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,4181,575447000,213916000,152002000,4764000,60716000,45381000,16535000,361531000,70043000,575447000,151620000,65739000,NA,NA,4.9e+07,423827000,416187000,394426000,256187000,193317000,74535000,181658000,118782000,NA,19088000,NA,NA,2077000,62875000,4058000,63536000,63891000,43678000,24.5420444742831
580597116,株式会社　キーエンス,27114_大阪府大阪市東淀川区,F_製造業,2012,3,1883,646685000,431928000,415686000,75084000,49785000,10955000,5442000,214757000,9260000,646685000,29639000,29292000,NA,NA,NA,617045000,614663000,555825000,168118000,83526000,41332000,126786000,42194000,224000,16642000,NA,NA,859000,84591000,159000,86820000,86820000,52939000,50.3164444021461
580005206,田辺三菱製薬　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,4826,674081000,378042000,176267000,4878000,124839000,49971000,151811000,296038000,44171000,674081000,98809000,81479000,NA,NA,NA,575271000,564868000,393529000,389151000,321928000,161967000,227178000,159961000,NA,24503000,NA,NA,1413000,67217000,3561000,69611000,67891000,44368000,17.2729959269681
580016326,南海電気鉄道　株式会社,27128_大阪府大阪市中央区,J_運輸・通信業,2012,3,2734,748563000,59514000,15508000,10876000,NA,27659000,16531000,689049000,633429000,748563000,622209000,174024000,NA,44741000,283685000,126354000,99672000,18759000,90703000,75864000,36292000,54411000,39572000,NA,3691000,NA,NA,18763000,14832000,9014000,7288000,-1959000,3766000,16.3522705974444
580010082,株式会社　クボタ,27111_大阪府大阪市浪速区,F_製造業,2012,3,9833,798123000,422981000,297265000,31695000,232613000,55705000,70035000,375141000,140061000,798123000,359263000,304426000,3077000,16000000,32500000,438860000,401963000,264014000,622817000,587616000,501096000,121721000,86520000,NA,19256000,NA,NA,1359000,35200000,7911000,41668000,47079000,29709000,5.65174039886516
580363860,積水ハウス　株式会社,27127_大阪府大阪市北区,E_建設業,2012,1,13108,1230785000,636439000,135550000,96952000,NA,430701000,71814000,594345000,266979000,1230785000,588608000,371370000,66927000,NA,5e+07,642176000,640161000,215331000,1013559000,971040000,826551000,187008000,144489000,526000,38849000,NA,8582000,6322000,42518000,4689000,48629000,41479000,20068000,4.19492106527592
580123424,大和ハウス工業　株式会社,27127_大阪府大阪市北区,E_建設業,2012,3,13075,1524407000,607944000,243076000,184420000,9584000,308612000,57539000,916462000,382450000,1524407000,966048000,572144000,16372000,NA,6.8e+07,558358000,592844000,291139000,1116665000,1051825000,874935000,241730000,176890000,736000,58247000,NA,NA,2290000,64840000,11365000,65081000,51336000,18077000,5.8065758307102
580003767,近畿日本鉄道　株式会社,27109_大阪府大阪市天王寺区,J_運輸・通信業,2012,3,8401,1579674000,155112000,11066000,7117000,NA,101192000,44472000,1422557000,1187218000,1579674000,1362207000,407691000,NA,126279000,530077000,217467000,142399000,24113000,264706000,232012000,161910000,102796000,70102000,NA,8352000,NA,NA,31651000,32687000,17545000,18572000,17245000,12450000,12.348416734037
580005823,武田薬品工業　株式会社,27128_大阪府大阪市中央区,F_製造業,2012,3,6565,2348562000,637561000,312823000,57464000,183505000,105236000,219505000,1711001000,286278000,2348562000,847026000,524839000,NA,269105000,1.1e+08,1501536000,1455807000,1343423000,834708000,655895000,271587000,563121000,384308000,NA,23433000,NA,1485000,5694000,178813000,11304000,451685000,469320000,372523000,21.4222219027492
581100003,西日本旅客鉄道　株式会社,27127_大阪府大阪市北区,J_運輸・通信業,2012,3,26778,2381774000,182722000,68626000,38875000,NA,12274000,102419000,2199052000,1824129000,2381774000,1793379000,561180000,NA,158765000,240301000,588394000,587684000,462684000,862180000,772892000,553886000,308294000,219006000,NA,19344000,NA,NA,140794000,89281000,33531000,62879000,61146000,22158000,10.3552622422232
